"sku","barcode","name","description","client_owner_id","product_family","velocity_class","unit_cost","minimum_stock_level","maximum_stock_level","pick_down_to_level","supplier_lead_time_days","temperature_requirement","lot_tracked","batch_tracked","expiry_tracked","rotation_method","active"
"MYM321","M321","Multy 3-Pk Microfibre Cloths (Asst Col) 12-Pks/Bx 24-Bxs/Cs","","","Institutional Supplies : Cleaning Supplies","","186.54","","","","","","","","","","true"
"MYM326","M326","Multy 3-Pk White Magic Stain Removal Sponge   18 Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","9.9","","","","","","","","","","true"
"MYM32A","M32A","Multy Twin Care Car Sponge 12/Cs","","","Institutional Supplies : Cleaning Supplies","","6.96","","","","","","","","","","true"
"MYM33","M33","Multy 3-Pk Yellow & Green Scouring Sponge 12-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","3.5","","","","","","","","","","true"
"MYM334","M334","Multy 3-Pk Blue Non Scratch Scouring Sponge  16 Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","7.37","","","","","","","","","","true"
"MYM34","M34","Multy 5-Pk Sponge Cloths (Assorted Colours) 24-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","21.84","","","","","","","","","","true"
"MYM35","M35","Multy 5-Pk Yellow & Green Scouring Sponge 20-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","7.68","","","","","","","","","","true"
"MYM353","M353","Multy 2-Pk Yellow Cellulose Sponge   26Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","5.44","","","","","","","","","","true"
"MYM36","M36","Multy 3-Pk Multiple Use Cloth (Assorted Colours) 50-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","18.31","","","","","","","","","","true"
"MYM364","M364","Multy 5-Pk White Stain Removal Sponge   12-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","8.04","","","","","","","","","","true"
"MYM374","M374","Multy 48-Pk Wooden Clothes Pegs 15-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","14.25","","","","","","","","","","true"
"MYM375","M375","Multy 36-Pk Green Plastic Clothes Pegs  45-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","32.4","","","","","","","","","","true"
"MYM39B","M39B","Multy 4-Pk Scouring Pads (Assorted Colours) 20-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","5.6","","","","","","","","","","true"
"MYM40","M40","Multy 3-Pk All Purpose Sponge 12-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","4.08","","","","","","","","","","true"
"MYM405","M405","Multy 10-Pk Scouring Sponges (Assorted Colours)   40-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","13.6","","","","","","","","","","true"
"MYM408","M408","Multy 10-Pk Non Scratch Red Grip Sponge  6-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","9.85","","","","","","","","","","true"
"MYM409","M409","Multy 10-Pk Heavy Duty Yellow Grip Sponge  6-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","9.85","","","","","","","","","","true"
"MYM41","M41","Multy 3-Pk Yellow & Green Scouring Sponge 12-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","3.89","","","","","","","","","","true"
"MYM44E","M44E","Multy 10-Pk Scouring Sponge (Assorted Colours) 24-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","9.51","","","","","","","","","","true"
"MYM45","M45","Multy 5-Pk Scouring Sponge (Assorted Colours) 24-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","6.72","","","","","","","","","","true"
"MYM54","M54","Multy 3-Pk Yellow Super Cloth 30-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","16.53","","","","","","","","","","true"
"MYM6","M6","Multy Yellow Hydrocel Sponge 18/Cs","","","Institutional Supplies : Cleaning Supplies","","5.87","","","","","","","","","","true"
"MYM71","M71","Multy 3-Pk Plastic Scourers (Assorted Colours) 120-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","40.44","","","","","","","","","","true"
"MYM72","M72","Multy 3-Pk Metal Mesh Scourers 120-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","41.76","","","","","","","","","","true"
"MYM8","M8","Multy Bath & Basin Cleaner With Chamois    12/Cs","","","Institutional Supplies : Cleaning Supplies","","4.75","","","","","","","","","","true"
"MYM82","M82","Multy 2-Pk Yellow Non Scratch Cellulose Sponge  22-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","11.88","","","","","","","","","","true"
"MYM83","M83","Multy Yellow Cellulose Sponge 18-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","9.87","","","","","","","","","","true"
"MYM84","M84","Multy 2-Pk Cellulose Household Sponge   10-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","11.02","","","","","","","","","","true"
"MYM87","M87","Multy 2-Pk Non Scratch Scouring Sponge  12-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","4.27","","","","","","","","","","true"
"MYM96","M96","Multy 10-Pk Easy Clean Cloth (Assorted Colours) 24-Pks/Cs","","","Institutional Supplies : Cleaning Supplies","","20.37","","","","","","","","","","true"
"NFBF100","BF100","National Bakers Flour 100lb","","","Food Products : Flour","","34.2","","","","","","","","","","true"
"NFBF10K","BF10K","National Lotus Bakers Flour 10kg/22lb","","","Food Products : Flour","","8.4","","","","","","","","","","true"
"NFHG100","HG100","National High Gluten Flour 100lb","","","Food Products : Flour","","35.15","","","","","","","","","","true"
"NFHG50","HG50","National High Gluten Flour 50lb","","","Food Products : Flour","","17.57","","","","","","","","","","true"
"NFIS10K","IS10K","Lotus 10kg Icing Sugar","","","Food Products","","19.62","","","","","","","","","","true"
"NFIS2KG","IS2KG","Lotus 2kg Icing Sugar 6/Cs","","","Food Products","","30.41","","","","","","","","","","true"
"NFIS340G","IS340G","Lotus 340g Icing Sugar 50/Cs","","","Food Products","","39.36","","","","","","","","","","true"
"NP10112","10112","Norpro 12"" Pure Lambswool Duster","","","Institutional Supplies : Cleaning Supplies","","7.14","","","","","","","","","","true"
"NP10124","10124","Norpro 24"" Pure Lambswool Duster","","","Institutional Supplies : Cleaning Supplies","","8.94","","","","","","","","","","true"
"NP1049R","1049R","Norpro Red Pasta Machine ( 5 X 8 X 5 )","","","Institutional Supplies : Foodservice","","23.96","","","","","","","","","","true"
"NP1070","1070","Norpro 10.5"" Dish Brush ( Assorted Colours )","","","Institutional Supplies : Cleaning Supplies","","2.45","","","","","","","","","","true"
"NP1218","1218","Norpro 2-Pc Grip Ez Paring & Utility Knife Set","","","Institutional Supplies : Foodservice","","7.45","","","","","","","","","","true"
"NP1401","1401","Norpro 9"" Round Cast Iron Grill Press","","","Institutional Supplies : Foodservice","","8.96","","","","","","","","","","true"
"NP1470","1470","Norpro 60-Minute White Timer","","","Institutional Supplies : Foodservice","","5.04","","","","","","","","","","true"
"NP1713","1713","Norpro 12"" Grip Ez Silicone Whisk","","","Institutional Supplies : Foodservice","","3.95","","","","","","","","","","true"
"NP1899","1899","Norpro 7"" Grip Ez Locking Spatula Tong","","","Institutional Supplies : Foodservice","","1.99","","","","","","","","","","true"
"NP193","193","Norpro 100-Pk Wooden Treat Sticks  ( Popsicle )","","","Institutional Supplies : Foodservice","","2.48","","","","","","","","","","true"
"NP1956","1956","Norpro 9"" Grip Ez Locking Spatula Tong","","","Institutional Supplies : Foodservice","","5.34","","","","","","","","","","true"
"NP1957","1957","Norpro 12"" Grip Ez Locking Spatula Tong","","","Institutional Supplies : Foodservice","","4.95","","","","","","","","","","true"
"NP1996","1996","Norpro Stainless Steel Knife Holder","","","Institutional Supplies : Foodservice","","10.95","","","","","","","","","","true"
"NP1999","1999","Norpro 3-Pc Paring Knives","","","Institutional Supplies : Foodservice","","8.94","","","","","","","","","","true"
"NP2018R","2018R","Norpro 9"" Silicone Brush - Red","","","Institutional Supplies : Foodservice","","2.45","","","","","","","","","","true"
"NP2123","2123","Norpro 3"" Stainless Steel Strainer","","","Institutional Supplies : Foodservice","","3.22","","","","","","","","","","true"
"NP2124","2124","Norpro 4"" Stainless Steel Strainer","","","Institutional Supplies : Foodservice","","4.18","","","","","","","","","","true"
"NP2126","2126","Norpro 6"" Stainless Steel Strainer","","","Institutional Supplies : Foodservice","","8.18","","","","","","","","","","true"
"NP2127","2127","Norpro 7"" Stainless Steel Strainer","","","Institutional Supplies : Foodservice","","8.94","","","","","","","","","","true"
"NP2128","2128","Norpro 8"" Stainless Steel Strainer","","","Institutional Supplies : Foodservice","","11.25","","","","","","","","","","true"
"NP2132","2132","Norpro 2.5"" Stainless Steel Mesh Strainer W/Plastic Handle","","","Institutional Supplies : Foodservice","","2.1","","","","","","","","","","true"
"NP2133","2133","Norpro 3.25"" Stainless Steel Mesh Strainer W/Plastic Handle","","","Institutional Supplies : Foodservice","","2.34","","","","","","","","","","true"
"NP2135","2135","Norpro 5"" Stainless Steel Mesh Strainer W/Plastic Handle","","","Institutional Supplies : Foodservice","","3.19","","","","","","","","","","true"
"NP2136","2136","Norpro 6"" Stainless Steel Mesh Strainer W/Plastic Handle","","","Institutional Supplies : Foodservice","","4.5","","","","","","","","","","true"
"NP2137","2137","Norpro 7"" Stainless Steel Mesh Strainer W/Plastic Handle","","","Institutional Supplies : Foodservice","","5.34","","","","","","","","","","true"
"NP2138","2138","Norpro 8.5"" Stainless Steel Mesh Strainer W/Plastic Handle","","","Institutional Supplies : Foodservice","","6.3","","","","","","","","","","true"
"NP2993","2993","Norpro 3-Pc Silicone/Stainless Spatulas","","","Institutional Supplies : Foodservice","","7.14","","","","","","","","","","true"
"NP2994","2994","Norpro Silicone Marble Spoon","","","Institutional Supplies : Foodservice","","2.65","","","","","","","","","","true"
"NP2995","2995","Norpro Silicone Marble Spatula","","","Institutional Supplies : Foodservice","","3.54","","","","","","","","","","true"
"NP329","329","Norpro Microfibre Grey Dish Drying Mat ( 18 X 12 )","","","Institutional Supplies : Foodservice","","2.03","","","","","","","","","","true"
"NP3392","3392","Norpro Grey Silicone Drain Mat ( 18.5 X 8 )","","","Institutional Supplies : Foodservice","","4.95","","","","","","","","","","true"
"NP3393","3393","Norpro 100-Pk Unbleached Pre Cut Sheets (16 X 12 )","","","Disposables","","6.47","","","","","","","","","","true"
"NP3395","3395","Norpro 9"" Round Parchment Pan Liners 25/Pk","","","Disposables","","2.16","","","","","","","","","","true"
"NP3399","3399","Norpro 73 Sq. Ft. Unbleached Baking Paper","","","Disposables","","3.24","","","","","","","","","","true"
"NP3400","3400","Norpro 23Ft Non Stick Baking Paper","","","Disposables","","1.62","","","","","","","","","","true"
"NP3404","3404","Norpro 6"" Square Wax Paper Sheets 250/Box","","","Disposables","","3.12","","","","","","","","","","true"
"NP3442","3442","Norpro Bake Cups - Gold Swirl 75/Pk","","","Disposables","","0.99","","","","","","","","","","true"
"NP3456","3456","Norpro Bake Cups - Hearts 75/Pk","","","Disposables","","0.88","","","","","","","","","","true"
"NP3460","3460","Norpro 2.5"" Bake Cups - White 75/Pk","","","Disposables","","0.99","","","","","","","","","","true"
"NP3460B","3460B","Norpro 2.5"" Bake Cups - White 500/Pk","","","Disposables","","4.99","","","","","","","","","","true"
"NP35","35","Norpro 4-Pc Gripping Cutting Mat Set ( 15 X 11 )","","","Institutional Supplies : Foodservice","","4.95","","","","","","","","","","true"
"NP357","357","Norpro 36"" Cotton Cheese Cloth 12/Cs","","","Institutional Supplies : Foodservice","","3.19","","","","","","","","","","true"
"NP358","358","Norpro 7"" 2-Pc Flour Sack Towels","","","Institutional Supplies : Foodservice","","5.94","","","","","","","","","","true"
"NP359","359","Norpro Cream Microfibre Dish Drying Mat (16 X 18 )","","","Institutional Supplies : Foodservice","","3.37","","","","","","","","","","true"
"NP359T","359T","Norpro Microfibre Grey Trellis Dish Drying Mat ( 16 X 18 )","","","Institutional Supplies : Foodservice","","3.75","","","","","","","","","","true"
"NP402","402","Norpro Grip Ez Black Can & Bottle Opener","","","Institutional Supplies : Foodservice","","4.14","","","","","","","","","","true"
"NP414","414","Norpro Silicone/Fabric Oven Glove - Black","","","Institutional Supplies : Foodservice","","8.34","","","","","","","","","","true"
"NP414C","414C","Norpro Silicone/Fabric Oven Glove - Blue","","","Institutional Supplies : Foodservice","","8.34","","","","","","","","","","true"
"NP414R","414R","Norpro Silicone/Fabric Oven Glove - Red","","","Institutional Supplies : Foodservice","","8.34","","","","","","","","","","true"
"NP583","583","Norpro Grip Ez Chopper / Scraper With Markings","","","Institutional Supplies : Foodservice","","3.6","","","","","","","","","","true"
"NP683","683","Norpro Non Stick Ice Cream Scoop 12/Cs","","","Institutional Supplies : Foodservice","","3.9","","","","","","","","","","true"
"NP7505","7505","Norpro Grey Silicone Sink Mat Mat ( 12.5 X 11 X 0.5 )","","","Institutional Supplies : Foodservice","","5.95","","","","","","","","","","true"
"NP8773","8773","Norpro Fine Poly. Fiber Mesh Square Food Tent ( 18 X 18 )","","","Institutional Supplies : Foodservice","","3.19","","","","","","","","","","true"
"NP8774","8774","Norpro Fine Poly. Fiber Mesh Rectangle Food Tent (46 X 24)","","","Institutional Supplies : Foodservice","","7.14","","","","","","","","","","true"
"NP942","942","Norpro 220'/67M Cotton Twine ( Singles )","","","Institutional Supplies : Foodservice","","2.58","","","","","","","","","","true"
"NPBRKWH45K","BRKWH45K","Broken White Rice - 45kg","","","Food Products : Rice : Bulk","","13.61","","","","","","","","","","true"
"NPPET1.2T","PET1.2T","Broken Parboiled Pet Rice - 1.2 Ton","","","Food Products : Rice : Bulk","","400","","","","","","","","","","true"
"NPPET45K","PET45K","Pet Rice - 45kg","","","Food Products : Rice : Bulk","","13.61","","","","","","","","","","true"
"NS32JAR","610","32oz Clear Mayo Jar (Use CAP704 )  70/Bale","","","Disposables : Bottles & Caps","","17.61","","","","","","","","","","true"
"NSCAP38400W","CAP38400W","38mm White Cap ( For Round Gallon Bottle)  2900/Cs","","","Disposables : Bottles & Caps","","0.02","","","","","","","","","","true"
"NSCAP70400W","CAP70444W","70mm White Superior Cap ( For 32oz Mayo Jar )   700/Cs","","","Disposables : Bottles & Caps","","0.08","","","","","","","","","","true"
"NSCAP70444","CAP70444","70mm Yellow Cap ( For 32oz Mayo Jar )  500/Cs","","","Disposables : Bottles & Caps","","0.08","","","","","","","","","","true"
"NSP10N","433","10oz Frosted Natural Bottle (Use Snap-On Cap)   300/Bale","","","Disposables : Bottles & Caps","","0.06","","","","","","","","","","true"
"NSP12C","772","12oz Clear Ribbed Wide Mouth Bottle (Use NSPCAP38) 248/Bale","","","Disposables : Bottles & Caps","","0.11","","","","","","","","","","true"
"NSP12CL","793","12oz Clear Cylindrical Bottle (Use NSPCAP38)  315/Bale","","","Disposables : Bottles & Caps","","0.1","","","","","","","","","","true"
"NSP12P","704","12oz Clear Long Neck PET Bottle(Use NSPCAP28) 190/Bale","","","Disposables : Bottles & Caps","","0.09","","","","","","","","","","true"
"NSP12SQ","7243","12oz Clear Square PET Bottle (Use NSPCAP38)  315/Bale","","","Disposables : Bottles & Caps","","0.1","","","","","","","","","","true"
"NSP14C","783","14oz Clear Jar (Use CAP83400W)  100/Bale","","","Disposables : Bottles & Caps","","0.14","","","","","","","","","","true"
"NSP16C","722","16.9oz Clear Ribbed Bottle (Use CAP28)   140/Bale","","","Disposables : Bottles & Caps","","0.06","","","","","","","","","","true"
"NSP16CL","774","16oz Square Clear PET Bottle (Use NSPCAP38)  248/Bale","","","Disposables : Bottles & Caps","","0.13","","","","","","","","","","true"
"NSP16JR","7209","16oz Clear Jar (Use 63mm Cap )  130/Bale","","","Disposables : Bottles & Caps","","0","","","","","","","","","","true"
"NSP16N","456","16oz Frosted Bottle (Use Snap-On Cap)   150/Bale","","","Disposables : Bottles & Caps","","0.1","","","","","","","","","","true"
"NSP1LRIB","771","1 Litre Clear Ribbed Bottle (Use NSPCAP28)  150/Bale","","","Disposables : Bottles & Caps","","0.14","","","","","","","","","","true"
